address,latitude,longitude,date,width,length,depth,category
경기도 부천시 원미동 106-17번지,37.4939368,126.7867388,2018-08-22,2,2.4,0.2,지반 시공불량
전라남도 순천시 석현동 34-1번지 내 교차로,34.9657686,127.4876822,2018-08-24,3,3,0.3,지반 시공불량
충청북도 제천시  내토로41길 8,,,2018-08-28,1.3,1.1,0.5,타 지하시설물 시공불량
광주광역시 남구 봉선동 봉선중길 26-1,,,2018-08-29,1.5,1.5,2.5,하수관로 파손
광주광역시 동구 수기동 81번지 주변,35.1496807,126.9103613,2018-08-29,0,0,1.5,하수관로 파손
경기도 수원시 팔달구  수원시청역 사거리 교차로 내,,,2018-08-29,2,4,0.2,타 지하시설물 시공불량
강원특별자치도 원주시 귀래면 운남리 경로당 앞,,,2018-08-31,3,3.2,1,지반 시공불량
충청북도 음성군 삼성면 용성리 산128-1번지,37.0015392,127.4755857,2018-09-03,1,1,1.5,집중강우
충청북도 단양군 단양읍 심곡리 147,36.9630174,128.3583983,2018-09-03,1.5,1.5,3,원인미상
경기도 고양시 일산서구 주엽동 151,37.6742372,126.764341,2018-09-03,3,2,0.5,하수관로 파손
경기도 부천시 심곡동 349-3,37.4887033,126.7832893,2018-09-03,3,5,0.5,하수관로 노후화
경기도 부천시 도당동 260-5번지,37.5083589,126.7842748,2018-09-03,3.5,10,0.2,지반 시공불량
충청북도 제천시  용두천로 98 종로약국 앞,,,2018-09-04,1.1,1.3,0.6,상수관로 파손
충청북도 제천시 장락동 843번지 앞,37.15161,128.2198976,2018-09-07,0.2,0.2,2.8,원인미상
경기도 부천시 역곡동 85-3번지,37.4876511,126.8109473,2018-09-07,5,13,0.2,지반 시공불량
대전광역시 서구 월평동 월평동로 다모아아파트 102동 앞,,,2018-09-08,2,2,2,하수관로 파손
경상남도 창원시 의창구 신월동 90(신월주공아파트 앞),,,2018-09-10,1.5,2,1.5,하수관로 노후화
경기도 부천시 춘의동 126-36번지,37.5053308,126.7828636,2018-09-10,2.8,18,0.2,지반 시공불량
강원특별자치도 원주시 명륜동 향교길 9,,,2018-09-11,1.2,1.5,1.6,상수관로 파손
경기도 부천시 원미동 177-149번지,37.4926564,126.7919032,2018-09-11,4,16,0.2,지반 시공불량
경기도 부천시 심곡동 399-11,37.4864466,126.7799923,2018-09-12,4,10,0.5,하수관로 노후화
경기도 부천시 심곡동 426-4,37.4903643,126.7803054,2018-09-12,1,1,0.5,하수관로 노후화
경기도 부천시 원미동 75-5번지,37.4965712,126.7910696,2018-09-12,3,12,0.2,원인미상
경기도 부천시 춘의동 200-1번지,37.5015997,126.7893582,2018-09-12,2.4,70,0.3,지반 시공불량
울산광역시 남구 선암동 308-5번지 일원 (사평로)명동삼거리에서 공단 2정문 방향 약 150m 지점,35.5081712,129.3349098,2018-09-13,3,5,3,타 지하시설물 파손
광주광역시 광산구 우산동 1582-4,35.1622724,126.8078377,2018-09-14,0.3,0.7,1,하수관로 파손
"울산광역시 울주군 온산읍 원산리 1241(우봉 이진로, S-OIL부지 앞)",35.4189182,129.3637665,2018-09-14,1,1,2,연약지반
경기도 부천시 원미동 50-4번지,37.4966386,126.7920546,2018-09-20,1.5,27,0.2,지반 시공불량
경기도 부천시 중동 628-10번지,37.4963191,126.7647414,2018-09-20,1,1,1,하수관로 파손
경기도 여주시 강천면 굴암1길 33,37.2384301,127.7004501,2018-09-21,1,1.5,0.1,상수관로 시공불량
경기도 부천시 원미동 83-20번지,37.4954352,126.7887732,2018-09-24,1.5,20,0.2,지반 시공불량
경기도 부천시 역곡동 80-3번지,37.485508,126.8110393,2018-09-26,2.5,19,0.3,지반 시공불량
강원특별자치도 원주시 지정면 간현4리 경장동,,,2018-09-28,1.3,2,1.7,상수관로 파손
전라남도 장성군 황룡면 와룡리 35-21,35.2715974,126.7668831,2018-10-01,2,2,2,원인미상
강원특별자치도 원주시 지정면 간현리 경장길19-11,,,2018-10-04,1,2.1,1.7,상수관로 파손
세종특별자치시 - 보람동 629-2(금남프라자),,,2018-10-05,1,2,1,우수관로 파손
울산광역시 동구 서부동 178번지(명덕마을 앞 교차로 인근),35.5241341,129.4329072,2018-10-07,5,5,4,하수관로 파손
전북특별자치도 고창군 성내면 내토마을회관 앞,,,2018-10-08,0.5,1,0.5,하수관거 시공불량
강원특별자치도 원주시 태장동 일야미 어린이집 앞,,,2018-10-09,5.8,7.3,2.3,상수관로 파손
경기도 수원시 팔달구  수원시청역 사거리 교차로 내,,,2018-10-10,2,1.5,0.1,타 지하시설물 시공불량
강원특별자치도 원주시 개운동 원흥2차APT,,,2018-10-12,2.2,2,2,상수관로 파손
경기도 부천시 춘의동 산55-4번지,37.5006832,126.8087578,2018-10-14,6,13,0.3,지반 시공불량
강원특별자치도 원주시 우산동 안전공업사앞,,,2018-10-15,4,5.5,2.4,상수관로 파손
경기도 광주시 역동 27-15,37.4058432,127.2599576,2018-10-15,0.5,60,0.1,하수관로 파손
경기도 부천시 도당동 136-2번지,37.5219295,126.7941055,2018-10-19,6,3,0.3,지반 시공불량
경기도 부천시 원미동 162-34번지,37.4932378,126.7939784,2018-10-21,2,4,0.3,지반 시공불량
강원특별자치도 속초시 조양동 1441-2,38.1912995,128.5997053,2018-10-24,3,6.5,0.15,타 지하시설물 시공불량
강원특별자치도 속초시 조양동 1431-1 비치하우스 대지경계,38.1909539,128.6003534,2018-10-24,3,2.5,2.5,타 지하시설물 시공불량
"경상북도 경주시 내남면 덕천리 894-1번지 일원,904지방도",35.7452748,129.176386,2018-11-01,1.5,2000,0.1,하수관로 시공불량
"경상북도 경주시 조양동 259-2 일원,조양동 탑리마을",35.7773512,129.2753755,2018-11-01,4,600,0.1,하수관로 시공불량
강원특별자치도 원주시 문막읍 문막리 191 순복음교회,37.3040272,127.82295,2018-11-06,2.2,3,2,지반 시공불량
충청남도 아산시 도고면 금산리 서해안휴게소(금산주유소) 입구 -국도21호,,,2018-11-06,1.5,1.5,0.6,하수관로 노후화
부산광역시 사하구  다대로 277번길 85 내 도로,,,2018-11-08,1,1,1,원인미상
경기도 여주시 흥천면 외사리 280-3 일원,37.3452081,127.4939693,2018-11-26,1,1.5,0.1,상수관로 시공불량
경기도 여주시 산북면 산북파출소 앞,,,2018-11-26,1,3,0.1,상수관로 시공불량
충청북도 청주시 흥덕구 운천동 722번지 앞(산정공원),36.6486468,127.4728543,2018-11-27,0.6,0.6,0.6,하수관로 노후화
강원특별자치도 원주시 판부면 남송 침례교회앞,,,2018-11-29,5.4,6,2,상수관로 파손
강원특별자치도 삼척시 교동 151(전),37.4507266,129.1688598,2018-12-01,0.4,0.4,2,연약지반
강원특별자치도 원주시  봉화로 101 태백한우촌 뒤,,,2018-12-01,3.1,3.5,1.6,상수관로 파손
"경상북도 경주시 산내면 의곡초등(의곡리 84)- 대현지(저수지) 일원,921지방도",,,2018-12-01,20,21,0.05,맨홀 시공불량
경상북도 경주시 강동면 국당리 904-5 - 왕신리 779-1,35.9803967,129.2855474,2018-12-01,20,5,0.05,맨홀 시공불량
경상북도 경주시 안강읍 양월리 89번지,36.0045469,129.2272489,2018-12-01,7.5,2,0.05,맨홀 시공불량
강원특별자치도 원주시 우산동 덕원아파트 상가,,,2018-12-05,2,2,2,상수관로 파손
부산광역시 금정구  금강로 279-1 앞 교차로,,,2018-12-05,2,3,1,하수관로 시공불량
경상남도 김해시 내동 186-13번지 앞,35.2388202,128.8565131,2018-12-06,1,1.5,1.5,"복합요인(하수관로 노후화, 맨홀 파손, 타 지하시설물 파손)"
강원특별자치도 고성군 현내면 철통리 122-5 도로일대,38.4935278,128.4256645,2018-12-10,5,15,3,타 지하시설물 파손
부산광역시 기장군  청강리 795-9번지 일원,,,2018-12-13,4,3.4,1.7,하수관거 노후화
경상북도 경산시 압량면 가일리 100-6번지 일원,35.8427532,128.7844852,2018-12-14,1.2,55,0.07,타 지하시설물 시공불량
경기도 남양주시 금곡동 175-13번지,37.6368576,127.2147977,2018-12-18,0.3,4,1,우수관로 파손
강원특별자치도 고성군 현내면 현내면 초도리 225(동해반점 앞) 도로일대,,,2018-12-21,3,30,3,타 지하시설물 파손
강원특별자치도 원주시  원동59-3 KBS부근,,,2018-12-22,1.3,1.3,1.8,상수관로 파손
경기도 수원시 팔달구  수원시청역 사거리 교차로 내,,,2018-12-22,3,4,0.1,타 지하시설물 시공불량
강원특별자치도 강릉시 사천면 사천진리 266-2 도로일원,37.8440621,128.8722539,2018-12-31,2,3,0.1,연약지반
강원특별자치도 강릉시 사천면 판교리 550 마을안길 일원,37.8356327,128.8520761,2018-12-31,3,20,0.3,연약지반
충청남도 공주시 탄천면 광명리 235-2번지 일원,36.3315363,127.0678529,2018-07-11,2,3,1.5,하수관로 파손
광주광역시 동구  금남로4가역 1번출구 앞,,,2018-03-03,2,2,0.5,지반 시공불량
광주광역시 동구 학동 제봉로 10(이상명 내과),,,2018-04-09,1,1.5,1.5,지반 시공불량
광주광역시 동구  금남로4가역 1번출구 앞(국민은행),,,2018-05-11,2,2,1.5,지반 시공불량
제주특별자치도 제주시  남광로 228 주차장 앞,,,2018-06-14,1,1,1,연약지반
제주특별자치도 제주시  지석8길 13-11,,,2018-07-06,0.5,0.5,1,우수시설 파손
충청북도 청주시 청원구  내덕동 648-14,,,2018-03-10,7,8,1.5,하수관로 파손
충청북도 청주시 청원구  내덕동 740-10,,,2018-03-22,2,2.5,3,하수관로 파손
충청북도 청주시 청원구  오창읍 탑리 429-2,,,2018-03-26,1.5,2,2,하수관로 노후화
충청북도 청주시 청원구  우암동 397-20,,,2018-04-02,1,4,1.5,하수관로 노후화
충청북도 청주시 청원구  우암동 766-6,,,2018-04-04,1.5,2,2,하수관로 노후화
충청북도 청주시 청원구  율량동 1183,,,2018-04-17,2.5,3.5,3,하수관로 노후화
충청북도 청주시 청원구  1순환로 339번길 34,,,2018-04-24,1.5,2,2,하수관로 파손
충청북도 청주시 청원구  내덕동 740-10,,,2018-05-03,2,2.5,3,하수관로 시공불량
충청북도 청주시 청원구 내덕동 188-3,36.6569123,127.4887623,2018-05-11,1.5,2.5,1.5,하수관로 파손
충청북도 청주시 서원구  분평동 249-5,,,2018-05-14,1,1,2,하수관거 파손
충청북도 청주시 청원구  우암동 111-13,,,2018-05-30,2.5,3.5,2,하수관로 파손
충청북도 청주시 서원구  사창동 154-1,,,2018-05-31,3,3,0.5,하수관거 파손
충청북도 청주시 청원구  율량동 1015,,,2018-06-01,2,3,1.5,하수관로 파손
충청북도 청주시 서원구  분평동 249-26,,,2018-06-07,1,1,2,하수관거 시공불량
충청북도 청주시 서원구  사창동 149-11,,,2018-06-11,1,1,0.5,하수관거 시공불량
충청북도 청주시 청원구  우암동 333-11,,,2018-06-12,4,5,2,하수관로 파손
충청북도 청주시 청원구  율량동 1052,,,2018-06-26,2,3,1.5,하수관로 노후화
서울특별시 강서구 화곡동 50-120(거성빌라 입구),37.5427616,126.8499225,2019-04-24,1.2,1.2,1,하수관로 노후화
경상남도 김해시 진영읍 신용리 405-11일원,35.3010583,128.7570343,2019-01-02,1200,1200,0.5,연약지반
인천광역시 부평구 청천동 112 번지 쌍용아파트 삼거리,37.5168576,126.7163811,2019-01-18,4,5,5,지하수위 변화
광주광역시 광산구 비아동 86-3번지,35.2218956,126.8250008,2019-01-24,2,2,1,하수관로 파손
세종특별자치시 - 나성동 2-4생활권(주상복합 공사현장 주변도로),,,2019-01-31,0.2,50,0,타 지하 시설물 시공불량
전라남도 해남군 황산면 송호리 167-6 일원,34.5757938,126.4697378,2019-02-01,2,4,0.5,원인미상
전라남도 해남군 황산면 연당리 359-5 일원,34.5738055,126.4032755,2019-02-01,2,5,0.5,원인미상
인천광역시 부평구 청천동 112 번지 쌍용아파트 삼거리,37.5168576,126.7163811,2019-02-06,2,2,1.5,지하수위 변화
인천광역시 부평구 청천동 112 번지 쌍용아파트 삼거리,37.5168576,126.7163811,2019-02-08,3,4,5,지하수위 변화
경기도 고양시 덕양구 내유동 298-3,37.7121997,126.8526256,2019-02-12,1,1,3,하수관로 파손
경기도 부천시  경인옛로 111,,,2019-02-13,2,0.7,0.03,지반 시공불량
"경상남도 양산시 북부동 154-11, 삼우아파트",35.3478684,129.0364616,2019-03-06,50,1,0.1,연약지반
"경상남도 양산시 북부동 154-10, 신양주1차아파트",35.3471245,129.0361361,2019-03-06,5,2,0.1,연약지반
"경상남도 양산시 북부동 153-7, 신양주2차아파트",35.3478441,129.037168,2019-03-06,5,2,0.1,연약지반
"경상남도 양산시 북부동 462-33, 해동아파트",35.3462168,129.0357675,2019-03-06,40,2.5,0.1,연약지반
"경상남도 양산시 북부동 462-16, 신우아파트",35.3459063,129.0355262,2019-03-06,42,3,0.1,연약지반
"경상남도 양산시 북부동 462-5, 삼보아파트",35.3453415,129.0353333,2019-03-06,108,1,0.2,연약지반
"경상남도 양산시 북부동 삼일로 75-1, 아레나매장빌딩",,,2019-03-07,20,10,0.1,연약지반
경상남도 양산시 북부동 북안남2길36,,,2019-03-12,50,34,0.3,타 지하시설물 시공불량
광주광역시 남구 진월동 한신아파트 일원,,,2019-03-15,1,1,1,원인미상
"경상남도 양산시 북부동 양주3길 36(양주동), 제2청사",,,2019-03-15,3,190,0.1,연약지반
경기도 화성시 양감면 신왕리 113-3,37.0766081,126.9581692,2019-03-15,1,1,0.2,원인미상
경기도 화성시 양감면 정문리 504-15,37.0896699,126.9810507,2019-03-18,1,1.2,0.2,지반 시공불량
광주광역시 광산구 도천동 622-3번지,35.208616,126.8138249,2019-03-20,3,2,1,맨홀 파손
부산광역시 사하구  다대로 268-1 앞 인도(다대동),,,2019-03-21,1,1,1,하수관로 시공불량
경기도 부천시 춘의동 72-5번지,37.505611,126.788096,2019-03-21,0.5,2,0.2,지반 시공불량
경상남도 거제시 장평동 571-3,34.8924965,128.6028296,2019-03-28,1.5,1.5,0.5,맨홀 노후화
"경상남도 양산시  삼일로 65, 현대타운빌딩",,,2019-03-28,1,25,0.1,연약지반
"경상남도 양산시  삼일로 67, 네오프라자상가",,,2019-03-28,3,5,0.1,연약지반
"경상남도 양산시  양주3길 40-13, 양주초등학교",,,2019-03-28,15,11,0.1,연약지반
부산광역시 동래구 온천동 1134-26번지,35.2112695,129.062832,2019-04-03,1,3,1.5,하수관로 노후화
"경상남도 양산시  양산대로 849, 양산종합운동장",,,2019-04-03,33,43,0.1,연약지반
"경상남도 양산시 중부동 605-6, 중부동 1,3공영주차장",35.3398221,129.0354135,2019-04-04,40,2,0.1,연약지반
광주광역시 광산구 월계동 896-4번지,35.2101665,126.8421524,2019-04-05,0.7,0.8,1,맨홀 파손
경상남도 김해시 주촌면 주촌선천지구 28블록 2로트 옆 아파트 조경 및 부출입구,,,2019-04-05,2.5,25,0.4,연약지반
충청남도 당진시 송악읍 복운리 일원(부곡공단 내 해안도로),,,2019-04-06,0.3,0.3,1.5,타 지하시설물 노후화
경상남도 양산시  양주3길 36(양주동),,,2019-04-08,8,5,0.1,연약지반
경기도 부천시  심중로 55,,,2019-04-10,2.5,98,0.7,상수관로 시공불량
경기도 남양주시 진접읍 장현리 409번지,37.7220439,127.1815914,2019-04-10,0.5,1,0.5,지반 시공불량
부산광역시 동래구  명서로 182,,,2019-04-11,2,3,1.5,하수관거 파손
대전광역시 서구  갈마공원네거리 일원,,,2019-04-12,1,1,0.8,하수관로 파손
"경상남도 양산시  중앙로 177, 신한은행",,,2019-04-15,80,1.5,0.1,연약지반
"경상남도 양산시  서일동로16, 보훈회관",,,2019-04-15,20,2,0.1,연약지반
충청북도 청주시 상당구  북문로3가 98번지,,,2019-04-16,1,1,0.5,하수관로 파손
"경상남도 양산시  중앙로 198, 대한상공회의소",,,2019-04-16,60,1.5,0.1,연약지반
경상남도 양산시  북안남2길 24-11,,,2019-04-16,25,2,0.1,연약지반
광주광역시 광산구 하남동 505-1번지,35.1865635,126.7960034,2019-04-18,1,1.2,1,하수관로 파손
부산광역시 강서구 명지동 3589-5번지 일원 도로,35.0921139,128.903401,2019-04-22,27,13.4,1.4,지반 시공불량
경기도 화성시 팔탄면 기천리 390,37.1828776,126.9046923,2019-04-22,1,1,0.2,지반 시공불량
부산광역시 동래구  우장춘로 67번길 2,,,2019-04-23,1,1,1,하수관거 파손
경상남도 김해시 어방동 365-5번지,35.2390292,128.9014655,2019-04-24,1,1,1,맨홀 파손
경기도 부천시 중동 1056 사거리 코너,37.5044163,126.7695314,2019-05-02,2,2,2,하수관거 시공불량
경기도 고양시 덕양구 효자동 177-2번지,37.6602739,126.9497383,2019-05-03,1,1,1.5,하수관로 파손
경기도 부천시  심곡로34번길 43 앞 사거리,,,2019-05-03,0.7,1,1,맨홀 파손
충청북도 청주시 청원구 내덕동 103-3번지,36.6571629,127.4953279,2019-05-07,2,2,2,하수관로 파손
경기도 고양시 덕양구 행신동 226-4번지,37.6221886,126.8457416,2019-05-08,0.5,0.5,1,하수관로 파손
경기도 고양시 덕양구 화전동 218-6번지,37.6017779,126.8729226,2019-05-10,1,0.5,1,하수관로 파손
부산광역시 사하구 신평동 409-9(신평동),35.094673,128.9627035,2019-05-11,1.2,1.2,1.5,하수관로 파손
대전광역시 대덕구 신탄진동 127-28번지 일원,36.4519635,127.4347161,2019-05-11,2,4,0.5,하수관로 파손
부산광역시 동래구 명륜동 386 동래전화국,35.2041884,129.0830564,2019-05-13,0.5,2,1,하수관거 파손
경기도 고양시 일산서구 주엽동 14,37.6746561,126.7563054,2019-05-14,1,1,0.5,하수관로 파손
울산광역시 울주군 서생면 화정리 935번지(서생삼거리 인근),35.3936367,129.3289642,2019-05-19,1.5,1.5,2,하수관로 노후화
인천광역시 중구  월미로233번길 11,,,2019-05-20,2,15,0.1,지반 시공불량
대전광역시 동구  대동역 1번출구 앞 2차선,,,2019-05-22,4.2,6,0.15,상수관로 파손
대전광역시 중구 선화동 430-10,36.3254955,127.4164914,2019-05-22,1,1,0.5,하수관로 파손
경기도 부천시 도당동 72-9번지,37.5141814,126.7870589,2019-05-22,0.5,3,0.2,지반 시공불량
경기도 고양시 일산동구 백석동 1288-1,37.6457693,126.7856844,2019-05-23,1,1,1,하수관로 파손
경기도 고양시 일산서구 덕이동 274-25,37.6940936,126.7599779,2019-05-23,1,1,0.5,하수관로 파손
대구광역시 달서구 감삼동 죽전네거리(구 알리앙스 앞),,,2019-05-24,2,2,2.5,상수관로 노후화
대전광역시 대덕구 읍내동 483-2번지 일원,36.3750156,127.4184052,2019-05-26,1.8,2,0.5,하수관로 노후화
대전광역시 서구 탄방동 1423번지 앞 2차로,36.3427661,127.3986679,2019-05-27,0.2,0.1,1,하수관로 파손
경상남도 김해시 내동 1101-7번지,35.2374108,128.8586146,2019-05-27,1,0.5,1,우수시설 파손
광주광역시 동구 학동 12-1번지,35.1401503,126.9225697,2019-05-30,0.6,2,1.2,지반 시공불량
강원특별자치도 속초시 동명동 81-1번지,38.2120388,128.595819,2019-05-31,0.5,0.5,0.8,하수관로 파손
"경상남도 양산시 북부동 480-3, 양복교회 건물",35.3472779,129.0370749,2019-05-31,50,3,0.1,연약지반
광주광역시 광산구 오선동 270-49번지,35.2027183,126.7973022,2019-06-04,0.5,0.5,1,하수관로 파손
"경상남도 양산시 북부동 487-9, Y모텔",35.3454162,129.0370752,2019-06-04,14,12,0.1,연약지반
경상남도 진주시 이현동 30-9번지 앞 도로,35.1909841,128.067605,2019-06-04,2.5,1.5,1.5,하수관로 노후화
대전광역시 동구 용전동 12-9번지 앞,36.3577565,127.434701,2019-06-05,2.7,3.8,1,하수관로 파손
경기도 고양시 덕양구 주교동 594-12,37.658398,126.8309057,2019-06-05,1,1,2,하수관로 파손
경기도 부천시 괴안동 108,37.4825378,126.8099728,2019-06-05,1,3,0.07,맨홀 시공불량
강원특별자치도 강릉시 송정동 945번지 앞,37.7741417,128.9274112,2019-06-07,5,5,2.5,하수관로 파손
대전광역시 유성구 구암동 현충원역 3번출구 앞,,,2019-06-08,1,1,0.8,하수관로 파손
"경상남도 양산시 중부동 398-15, 스마트교복담장",35.3435811,129.0346375,2019-06-11,25,1,0.1,연약지반
경기도 고양시 일산서구 일산동 1398,37.6792919,126.76542,2019-06-11,1,1,0.5,하수관로 파손
광주광역시 광산구 신촌동 1090-33번지,35.1439458,126.8019813,2019-06-12,0.5,0.5,1,하수관로 파손
광주광역시 광산구 신가동 872-7번지,35.1820597,126.8274892,2019-06-14,0.5,0.5,1,우수시설 파손
광주광역시 서구 화정동 857-2,35.1413649,126.875121,2019-06-14,1,1,2,우수관로 파손
경기도 부천시 중동 1142-4,37.5023597,126.7731611,2019-06-14,1,1.5,1,타 지하시설물 시공불량
경상남도 진주시 신안동 463-9번지 앞 도로,35.1790554,128.0683636,2019-06-16,0.5,0.5,1,하수관로 파손
대구광역시 수성구 두산동 34-8번지 삼거리 일원,35.8375213,128.6176642,2019-06-17,3,2.7,1.5,하수관로 노후화
부산광역시 해운대구 우동 825-1,35.1601083,129.150524,2019-06-20,1,1,1,타 지하시설물 시공불량
광주광역시 동구  금남로5가 163-1,,,2019-06-20,0.5,3,1.5,하수관로 파손
부산광역시 동래구  미남로130,,,2019-06-22,2,3,1,하수관로 노후화
경기도 화성시 송산동 132-1(황계남길 80),37.2130584,127.0152231,2019-06-22,1,1,0.1,원인미상
경기도 의왕시 포일동 505-107,37.393318,126.9871378,2019-06-23,1.5,1.5,0.03,지반 시공불량
충청북도 청주시 상당구 석교동 126-129번지,36.6276483,127.4927928,2019-06-24,1,1,1,하수관로 파손
충청북도 청주시 상당구 명암동 산60-8번지,36.6488329,127.5147669,2019-06-25,2,2,1,하수관로 파손
경상남도 창원시 진해구 장찬동 391-2번지,,,2019-06-25,1,1,0.5,타 지하시설물 시공불량
인천광역시 계양구  새말사거리,,,2019-06-25,2,2,0.2,맨홀 시공불량
경기도 부천시 중동 1105(신흥로쪽 삼거리),37.5021461,126.7773001,2019-06-25,1.2,2,1.7,타 지하시설물 시공불량
경기도 부천시  부흥로200번길 18,,,2019-06-25,0.6,0.5,1,하수관로 파손
부산광역시 영도구  태종로 668번길 1 일원,,,2019-06-27,2,2,0.5,상수관로 파손
경기도 남양주시 와부읍 덕소리 458-26,37.5874809,127.210678,2019-06-27,1.5,2.5,1.5,우수시설 노후화
전라남도 완도군 완도읍 개포로 146-8,34.3187681,126.7441024,2019-06-29,1,1,0.5,지반 시공불량
경기도 부천시 도당동 83-2번지,37.5123314,126.7852077,2019-06-29,1,2,0.2,하수관로 시공불량
경기도 하남시 신장동 26-15(지번),37.5468034,127.220943,2019-06-29,1.8,1.8,0.8,지반 시공불량
제주특별자치도 제주시 노형동 도령로 33,,,2019-11-05,0.5,0.5,1,하수관로 파손
제주특별자치도 제주시 한림읍 옹포리 588-1,33.4021528,126.2511764,2019-11-07,0.2,0.2,1,우수시설 파손
대전광역시 유성구 반석동 반석역 1번출구 앞,,,2019-07-17,0.6,0.5,1,하수관로 파손
대전광역시 서구 변동 변동우체국 맞은편,,,2019-07-18,0.5,0.8,5,하수관로 파손
대전광역시 서구 탄방동 목련네거리 기업은행 앞 측구,,,2019-07-19,0.3,0.2,1,하수관로 파손
대전광역시 중구 문창동 문창2동 우편취급국 맞은편,,,2019-07-24,0.3,0.2,1.1,하수관로 파손
대전광역시 동구  삼성5가-한남5가 한남철강 맞은편,,,2019-08-12,0.7,1,2,하수관로 파손
대전광역시 서구  정림동 639번지 인근,,,2019-08-14,0.3,0.3,1,하수관로 파손
대전광역시 동구  구대전터널-신상교 방향 측구,,,2019-08-28,0.6,0.8,1.3,타 지하시설물 파손
대전광역시 서구  도마동 50-59번지 인근,,,2019-08-30,0.2,0.2,1,하수관로 파손
대전광역시 중구  문화초교4가-유천4가 공주얼큰이칼국수 앞,,,2019-09-16,0.5,0.5,1,하수관로 파손
대전광역시 동구  가오동 374-43번지 앞,,,2019-10-10,0.3,0.2,1.5,타 지하시설물 파손
대전광역시 중구  유천동 200-15,,,2019-10-14,1,1,0.1,하수관거 파손
대전광역시 중구  문창동 121-1,,,2019-10-24,1,1,0.1,하수관로 파손
부산광역시 북구 구포동 모분재로 145(구포동 칠우그린빌라 앞),,,2019-07-07,0.7,0.6,1,하수관로 파손
부산광역시 남구 대연동 245-150 일원,35.1503634,129.0879484,2019-07-11,1.8,1.1,0.6,하수관로 파손
부산광역시 금정구 청룡동 310-1번지 상 도로,35.2801151,129.0877673,2019-08-04,0.8,1.8,0.8,하수관거 파손
부산광역시 사상구  새벽로 200,,,2019-08-10,1,3,0.15,우수시설 파손
부산광역시 서구 서대신동2가 543 일원,35.1093909,129.0157977,2019-08-14,0.5,0.5,1.7,하수관로 노후화
강원특별자치도 원주시  무실로47번길 44(원동 현진아파트 후문 앞),,,2019-07-07,2,3,4,우수관로 파손
강원특별자치도 원주시 문막읍 동화리 산47-7,37.3294708,127.8481866,2019-07-29,0.8,1,1,원인미상
강원특별자치도 강릉시 교동 859-25,37.7590445,128.8886407,2019-11-29,0.2,0.5,1,상수관로 파손
경기도 부천시  중동 1151,,,2019-07-01,2,2,1.7,상수관로 파손
경기도 부천시  약대동 80-11,,,2019-07-01,0.3,0.3,1.3,맨홀 파손
경기도 안양시 만안구  석수동 241-43,,,2019-07-01,2,2,2,맨홀 파손
경기도 의왕시 포일동 505-79,37.3930455,126.9871726,2019-07-01,1.5,1.7,0.1,타 지하시설물 파손
경기도 고양시 덕양구  동산동 368-2,,,2019-07-02,1,1,0.5,맨홀 시공불량
경기도 고양시 일산동구  백석동 1460,,,2019-07-03,1,1,0.5,하수관로 파손
경기도 구리시  동구릉로 200번길(한진그랑빌 앞),,,2019-07-04,2,2,0.6,하수관로 파손
경기도 의왕시 포일동 680,37.397314,126.9880898,2019-07-15,1,2.5,0.1,타 지하시설물 파손
경기도 고양시 덕양구  행신동 1121,,,2019-07-22,1,1,0.5,맨홀 파손
경기도 의왕시 고천동 231-14,37.3446039,126.9747718,2019-07-24,0.8,1.3,0.1,타 지하시설물 시공불량
경기도 구리시 교문동 635-3번지 쉐보레 정비소 앞,37.5801699,127.1277736,2019-07-25,0.5,0.5,1,하수관로 파손
경기도 부천시  중동 1058-4,,,2019-08-13,1,1.2,0.7,지반 시공불량
경기도 고양시 덕양구  화전동 274-3,,,2019-08-22,1,1,0.5,지반 시공불량
경기도 의정부시  효암로 23번길 14,,,2019-09-11,1.5,1.5,0.1,하수관로 파손
경기도 고양시 일산서구  일산동 1979,,,2019-09-26,1,1,0.3,하수관로 파손
경기도 의왕시 포일동 485-5,37.3949425,126.9852038,2019-10-01,0.8,1.4,0.1,하수관로 파손
경기도 양주시 봉양동 311-4,37.8471178,127.080697,2019-10-17,1.5,2,0.1,타 지하시설물 시공불량
경기도 양주시 봉양동 340,37.8486125,127.0769009,2019-10-17,1,1.5,0.1,타 지하시설물 시공불량
경기도 부천시  고강동 415-4번지,,,2019-10-18,6,7,3,하수관로 파손
경기도 안양시 만안구  안양동 192-5,,,2019-11-04,2,2,2,하수관로 파손
경기도 동두천시  동두천시경계 ∼ 상패동 980-2,,,2019-11-15,0.6,620,0.2,타 지하시설물 시공불량
경기도 고양시 덕양구  백석동 1335 일원(백석로),,,2019-12-21,25,50,2.5,지반 시공불량
경기도 수원시  우만동 293-12,,,2019-12-25,0.4,0.4,1,상수관로 파손
경기도 부천시  중동 1150,,,2019-12-26,2.5,2.5,1.5,상수관로 파손
"경기도 이천시 신둔면 수광리 716, 산18-13",37.3108662,127.4010021,2019-12-26,1,5,0.5,타 지하시설물 시공불량
경상남도 김해시 주촌면 망덕리 874-5번지 일원,35.217684,128.8263304,2019-06-30,1200,1200,0.3,지반 시공불량
"경상남도 창원시 의창구  봉곡동 36-4, 황제빌딩 지하주차장 입구",,,2019-08-19,1,1,1,하수관로 노후화
경상북도 포항시 남구 이동 209-3번지,36.033534,129.333976,2019-10-03,4,5,3.5,상수관로 파손
